Probe	1H	4H	10H	20H	28H	36H	44H	48H	72H	1W	4W
Timeless	-0.011183139	0.19464411	0.365423441	0.41759072	0.520664385	2.176874884	1.257968502	0.810815224	0.43410627	0.184025136	0.10347655
SNORD58	0.285958494	0.750182462	0.792234712	0.91954777	0.634975028	0.67145402	0.659782907	0.139009977	-0.475545894	-0.318654098	0.776695452
Tmem43	-0.431154886	-0.521563812	0.945481694	0.42303754	0.457406914	1.258093423	1.475058502	1.267606023	0.902883785	0.657000574	0.067067615
Hal	-0.127397171	-0.925112006	-1.232628842	-0.911045303	-0.84174343	-0.989186026	-1.124497253	-1.176356226	-0.270013279	0.529286624	0.407055528
Ctgf	0.89036205	0.420578146	0.292304192	-0.181364135	-0.119772539	-0.220071029	-0.620012185	-0.036043984	-0.172882303	-0.718327821	-1.022580993
SNORD5	0.3428878	1.275686054	0.745206986	0.549481233	0.230135514	0.47979032	0.251502043	0.372645141	0.619165935	0.26566783	1.043742763
Gm13021	0.010706185	-0.545728893	-0.324451693	0.151010232	0.374227574	0.228223108	0.836281505	0.887093906	1.808480785	-0.249801944	-0.379812808
Acta2	0.066658728	0.172985874	0.279926082	0.396514334	1.129523135	0.388659624	0.359696483	0.919215966	0.738883757	0.559909801	0.025793108
B4galt1	0.353251409	1.734145891	0.860748781	1.432755229	1.416890862	1.421265574	1.697956254	1.573869267	1.84480874	0.694149717	0.59630039
Mpeg1	-0.148211087	0.119778255	-0.32423003	0.24467949	0.248187488	0.030456175	0.637974731	1.060696471	1.778331178	1.496886519	0.435767937
Ccnl1	1.380842989	2.297708489	0.520769561	0.280665526	0.320571732	0.101252896	0.000992503	0.164413494	0.220452052	0.088386889	-0.020764417
Cyp3a44	-0.056518358	-0.568177065	-1.030381803	-1.028472108	-0.63554659	0.150149335	-0.198107832	0.078900556	0.677566885	0.728833395	0.000849835
Bbc3	-1.255938186	-1.999850169	-1.205578858	-0.946853779	-1.176246311	-1.254825927	-0.843358462	-0.925793569	-0.561509676	0.199740047	0.150555161
SNORA32	0.196996567	0.879778041	0.969164964	0.945631656	0.720252254	0.749244036	0.600210361	0.712477883	0.503365666	-0.437106664	0.519102585
Fos	1.28208268	1.118672587	0.125715186	0.146830361	1.303218872	0.852518443	0.723781568	0.478772375	0.437612771	0.742088027	0.28480773
Tmie	-0.594910193	-1.31489133	-1.581323751	-0.366053179	-1.354474445	-1.271828086	-1.173615507	-1.146192939	-0.461260319	0.333163491	-0.048207971
Bcar3	-0.624168918	-2.435316237	-0.457200437	-0.250093516	-0.454858283	-0.624805187	-0.251584345	-0.243618094	-0.113287389	0.302841718	0.145485033
Haus3	-0.358182836	-0.386489226	0.072867676	-0.03989844	0.331037821	0.971077177	1.536719233	1.527686277	0.907099461	0.154916059	0.023237125
Mup-ps7	-0.501599556	-0.949177164	-1.341858877	-1.261785571	-1.287591403	-1.386930501	-1.513360705	-1.510996627	-1.42275844	-0.061959954	0.797479527
2610528J11Rik	-0.849614083	-2.114950094	-0.92452759	-0.60457962	-0.769506113	-0.930500363	-0.898635477	-0.633946794	-0.735671084	0.125286528	0.017602177
Fam102a	0.164917831	-0.357255455	1.309518776	0.81521145	1.115605647	1.780955284	0.621428832	0.540026031	0.812606033	0.67635134	0.443617765
Gstt2	-0.326435452	-0.709478507	0.67710267	0.516915995	0.793163181	1.099200923	0.436418486	0.549199716	0.80122802	0.236829399	0.143854654
Ifit3	-0.714321483	-0.778984893	-1.516159157	-0.832003011	-1.273356851	-1.194478298	-1.282300312	-1.215153236	-0.995865183	0.720052174	0.355863425
C330021F23Rik	-0.725303925	-1.127906239	-1.139733425	-0.964574619	-0.983956103	-0.8178342	0.321825457	0.651469815	0.515135446	0.219542774	0.066982751
Atp1b1	1.771360947	0.940716986	0.484519776	0.210010237	0.470969338	0.934237608	0.255342812	0.248247168	0.553234762	0.018401446	-0.218459591
BC031353	0.099614933	-1.512221748	-0.809991021	-0.274423782	-1.051916592	-0.655096578	-1.50405294	-0.999854187	-0.832630925	-0.098577758	-0.599772101
Fitm1	-0.306032655	-0.280420123	-1.240089811	-1.123606884	-1.413182478	-1.421852008	-1.033888171	-1.018168266	-1.135150462	-0.599994889	0.679608775
Cyp2c50	-0.4261159	-0.854931868	-1.838212174	-1.399659443	-1.204353519	-0.823502826	-0.968116985	-0.932352036	-1.282840107	-0.322910056	-0.274370195
Dhrs9	-0.087185863	-0.593560053	-0.622456564	-0.193579778	-0.269334771	-0.266288192	0.226864361	0.944716282	1.117277013	1.258571844	1.040062649
Gm6020	-0.274953951	-0.416172922	-0.448908018	-0.255610614	-0.439041867	0.022874751	0.000835798	-0.321614754	1.093970904	0.372001371	0.197653024
Brca1	-0.059073982	-0.081612004	0.599311205	0.279094504	0.420255899	1.836710107	1.581198641	1.221812552	0.780219026	0.168858922	-0.110912228
Galns	-0.034835709	-0.529304025	-0.159425855	0.459152501	0.628856733	1.192275821	1.425305745	1.356333289	1.278133524	0.733757993	0.069741313
Mir5105	-0.442797358	-0.602750616	-1.017649124	-1.403224927	-0.546271925	-0.420850249	-0.824885101	-0.597383318	-0.318831462	-0.199127564	-0.46933077
Gm5970	-0.106042936	1.904131759	1.478137814	0.725878056	0.555490214	0.187197624	0.034747385	0.078298442	0.384481696	0.275908459	0.503086038
Cbr1	-0.276259397	-0.910754599	-0.568077555	0.183647139	0.315070491	1.116557535	0.436344152	0.410761378	0.853774141	-0.085557781	-0.576275052
Gm4477	-0.87803751	-1.829401418	-1.813243607	-1.65479071	-1.827849889	-1.832982735	-1.801009219	-1.825812003	-1.690705315	-1.150345032	-0.78471451
Mmp14	-0.322459068	0.400207823	1.247753025	1.015136784	1.022778148	1.278646364	1.275453461	1.1895739	1.117780744	0.48740621	-0.124484247
Coq10b	1.3495552	0.867081062	1.06554457	0.563852725	0.697878162	1.688105235	0.799381204	0.854525115	0.576062802	-0.259783293	-0.463379816
mt-Ty	0.041298826	-0.312363025	-0.494976009	-0.01248172	-0.042602144	-0.386548215	-0.242855318	-0.117502782	-0.451169094	-0.35367393	-0.575203716
Selenbp1	-0.063887788	-0.595963812	-1.669893057	-1.454376261	-1.260076563	-1.070114017	-1.308135649	-1.130002263	-0.267904584	-0.380719763	0.037044679
Fahd1	-0.661016326	-2.394018675	-0.478154041	-0.361361605	-0.63191954	-0.401739332	-0.747947067	-0.796664931	-0.700247313	-0.15435742	-0.111605685
Acsm5	-0.145726822	-1.040212432	-1.856800038	-0.539245064	-1.381419918	-0.48183529	-0.734215157	-0.67789317	-0.020517152	0.094981776	0.254678915
Pter	-0.562717113	-1.721408638	-0.616376799	-0.025959447	-0.468034151	-0.230916388	0.007909951	0.266932336	0.682769414	0.58574462	-0.085630652
Rad51ap1	-0.029872887	-0.034588726	-0.017848178	0.085590457	0.158072747	1.634652767	1.739408387	1.19538713	0.722516458	0.169549163	0.018531106
Tinf2	-0.18270942	-0.128081528	0.497885405	0.479668291	0.309007407	1.543600141	1.710923717	1.437397516	0.709481913	-0.040697268	0.000242342
Gm11832	-0.990927201	-1.726973668	-1.838531578	-1.100592785	-1.561442884	-1.349281812	-1.598318016	-1.39954377	-0.866333065	-0.45074441	-0.293162779
Asap3	-0.462999549	-0.65698922	0.079023131	0.745059377	-0.029987178	1.217161472	0.956936127	0.612098876	0.582343976	0.593061838	0.416609368
AC131120.1	0.68062933	0.791743155	0.327072249	0.399346767	0.119389234	0.256326278	-0.325303963	-0.201069581	-0.33008635	0.162645855	0.39756273
Aprt	-0.271509994	-0.762164365	0.499847503	0.748747982	0.966957073	1.0657686	1.075057787	0.927932524	1.159280116	0.340456362	-0.458369095
Serpinh1	-0.03504103	-0.71863591	0.140146706	0.824674325	0.742004195	0.274430595	0.909351897	1.017966711	0.815761734	0.538730652	0.05088443
Nit2	-0.598811637	-1.208508509	-2.221679455	-0.902177536	-1.120552012	-1.121266949	-1.000458814	-0.855490148	-0.483029936	-0.185228796	-0.066130853
Ifit1	-0.520480683	-0.300769194	-1.051741034	0.021759334	-0.972762493	-1.013704866	-1.324092125	-1.199829205	-1.005094113	0.559584517	0.56014409
Plk2	-0.286743443	-1.155434234	-0.068134965	-0.182220866	-0.144963451	0.690916478	0.971295208	0.108439937	0.505876548	0.819512014	0.569595084
Cda	-0.11802534	0.025004347	1.407285083	0.874035714	1.476493274	0.541231824	0.739247802	0.165331195	0.568734264	0.18042256	0.137889124
Gm13237	-0.02523932	-0.145744487	-0.110444726	-0.126870188	0.230273973	0.85268309	1.943983898	1.434986447	0.976470331	0.192489349	-0.019184181
Ppara	-0.070316766	-0.705986007	1.078950546	0.318657362	0.402983747	0.50959354	-0.478969244	-0.409370422	-0.063364404	0.206756025	0.288499517
Gm17379	-0.06001642	0.211364866	-0.015177229	0.166989157	0.149729768	0.126421482	0.646341717	0.573695894	0.262673468	-0.593375404	-0.258956792
Anxa2	-0.331761528	-0.239010744	0.244519673	0.435283589	0.34932324	0.482728792	1.024104978	1.190702532	1.086101792	0.561391236	-0.087839715
Dact2	-0.525503586	-1.51633061	0.335553814	0.417860796	0.551606083	0.308411962	0.559028526	0.412403623	0.289283612	0.681749936	0.311965653
Alg8	-0.086817672	0.33694001	0.829650488	0.736007053	0.663956603	1.283406406	1.797431851	1.683274448	1.282056582	0.030291023	-0.034976814
Mug2	-0.048039862	-0.820222038	-1.234627562	-1.118434532	-1.269872617	-0.997241713	-1.371124106	-1.093004023	-0.907962943	0.160074006	0.468800955
Aldh3a2	-0.159860285	-0.245900992	0.404805081	0.213273079	0.260362978	0.894545466	-0.39984294	-0.376856308	-0.2110591	0.146764109	0.447308445
Cyp2c39	-0.014686319	-0.195499742	-0.124731745	0.921431965	0.856467526	1.265599932	1.041154972	1.167633222	1.35042196	0.264154359	-0.327627085
Irf2bp2	0.361441184	-0.270384632	-1.164131863	-0.894671058	-0.925452628	-1.276827066	-0.503728416	-0.423317281	-0.538141634	-0.508227843	-0.625018315
Slc16a6	1.832186652	2.588777618	1.223773502	1.460955979	1.349901636	1.109706632	1.153360653	1.032313691	1.222223373	0.610496324	0.438669892
mt-Ta	0.270077762	-0.115267551	-0.360469458	-0.204119321	0.20303287	-0.403871557	0.223690661	-0.097328284	-0.690150237	-0.491211507	-0.118437982
Crip2	-0.375832227	-0.053164105	-0.853291015	0.364261474	0.287346656	0.537992345	1.113150904	0.977217532	0.733007835	0.016984293	-0.210468236
Zfp9	-0.033515618	1.413953435	0.886926606	0.581194426	1.000435256	0.534090133	1.04270288	1.070585395	1.384101408	0.095540926	-0.054122439
Gm12346	0.424463547	0.355134533	0.775810723	0.721799239	0.964811487	1.0179311	1.756324636	1.632693384	1.365466333	0.547426201	0.140906158
Sparc	-0.229885615	-0.52452844	-0.151774497	0.522367801	0.481207562	0.5802134	0.962074771	0.869121059	0.92287207	1.195185523	0.144244166
9430037G07Rik	0.751257061	1.061779397	1.464775426	0.657390956	1.224773256	0.575436979	1.465756795	1.925249418	1.013680623	0.321613955	0.248998152
Prodh	-0.020356885	-0.776871633	-2.028988591	-0.704827431	-0.793808674	-0.658445693	-0.859657357	-0.846587941	-0.214139103	-0.00931904	-0.197199335
Col1a2	-0.143527044	-0.366993626	-0.342589902	0.065055356	0.033860874	0.721962769	0.89250858	1.126049194	1.058525522	0.646321717	-0.051405878
Hsd3b6	-0.272565644	-1.262327094	-1.831953097	-1.211487171	-1.489996392	-1.166219387	-1.019356133	-0.950715051	-0.647565313	-0.078990282	-0.016885687
Cxadr	-0.1688467	-0.324163154	0.608777425	0.205295201	0.749095398	0.677772295	0.934786177	0.792595879	1.560756361	0.823638933	0.445899523
BC048355	-0.513382555	-1.062110056	-0.563719185	-0.387333104	-0.393166074	0.282337339	1.264430282	0.832255689	0.591684779	-0.11058844	-0.15340139
Slc30a10	0.159283296	0.90803801	-0.785316898	0.278037821	-0.723893435	-1.59417209	-0.022160937	-0.1221838	-0.056932931	0.007500907	0.091977483
AC163389.1	-0.986979812	-1.550665663	-0.953464957	-0.866668728	-1.780417018	-1.120938229	-1.045642896	-1.174901216	-0.961905822	-1.018695795	-1.020535372
mt-Td	-0.332936592	-0.756886751	-0.743721656	-0.907267263	-0.508110648	-0.542197518	-0.061677762	-0.335222796	-0.274124085	-0.254089815	-1.086510294
Tmem25	-0.576770373	-2.025419619	-0.787996071	-0.129685219	-0.384069832	-0.63593194	-0.715743921	-0.620185889	0.190425744	0.198467026	0.393672291
BC021614	-0.50538533	-0.970523186	-1.024125288	-0.53914372	-0.889167531	-0.861736428	0.001486365	0.207421081	1.45072897	-0.680603679	-0.719180059
Klkb1	-0.371980788	-1.208908367	-2.207628396	-1.020856279	-1.030339247	-0.805905976	-1.094267369	-1.052343488	-0.973299028	-0.456338413	-0.370284336
Tmem87b	0.781267785	2.441720025	1.30375503	0.706109375	0.884061594	0.563954929	0.765304772	0.564336796	0.553895748	0.142183729	0.042468502
Srm	-0.205219312	-0.127188072	1.15239026	0.806037309	0.193963474	1.127289847	1.062319119	0.98110718	0.771987785	0.313654418	0.225604695
Fam33a	-0.239021198	-0.172388955	0.249582085	0.119821876	0.336229654	1.04694446	1.600847049	1.584820808	0.966935702	0.278534909	0.062499
Arrdc2	-0.523731946	-1.748825459	-1.181101645	-1.414710674	-1.427689725	-1.246870791	-1.538193936	-1.709710301	-1.400052936	-1.003566347	-0.966475991
Ywhah	-0.115418763	-0.083879845	0.540494238	0.28790061	0.15831812	1.17244479	1.835720369	1.637672376	1.089795433	0.367165333	0.107850417
Pctp	-0.121816847	0.417773531	0.567211859	0.273207908	0.348887592	0.490844716	-0.405761318	-0.333653448	0.238161492	-0.316002234	-0.136077498
Foxa2	-1.674029566	-0.9287193	-0.499422716	-0.149538039	-0.657155871	0.037424086	0.081533691	-0.114812012	0.045922872	-0.283274017	-0.053512737
Klk1b4	-0.094800869	-1.005395862	-1.133169959	-1.147654489	-1.064181378	-1.07464893	-0.898026873	-1.016883012	0.669825024	0.264657706	-0.24149188
Mgst3	-0.426778275	-0.740757807	-1.190956725	-0.634381261	-0.318021966	0.128745472	0.27444143	0.434267664	0.745641676	-0.464358503	-0.622883822
Rtn4rl1	-0.465011501	-1.430529999	0.098996325	0.45158685	-0.294611448	0.520137571	0.391851933	0.311285687	0.250765165	0.553031366	0.056336265
Mgll	0.165887813	1.254991779	1.649256138	1.039865804	0.999329385	1.451517928	0.740526773	0.660523892	0.541537734	0.604926399	0.387491364
Sco2	-0.063932559	-0.495032628	-1.041275884	-0.866814519	-0.667278716	-1.921158635	-1.474749544	-1.162502823	-1.264791867	-0.560027534	-0.255970872
Mmab	-0.93883041	-1.704633162	-1.234856412	-0.266765686	-0.813064523	-0.59161693	-0.279766051	-0.325198652	0.202174476	0.101080999	0.028089938
Gas2	-0.172009099	-0.931118109	-1.440753237	-0.920805892	-1.028796729	-0.458679184	-0.082457833	-0.092207776	0.565982335	0.53081914	0.050320999
Snora24	0.089920592	1.181946319	0.81342641	0.516969524	0.76205994	0.806200933	0.564991714	0.067731593	0.181861984	-0.127921604	-0.124138638
Col27a1	0.072185186	-0.659459905	-1.386699078	-0.621391933	-1.460951379	-1.393402605	-1.326250695	-1.377191307	-1.080777052	-0.712271981	-0.171717055
Wsb1	1.118419388	1.409131244	0.571132729	-0.005024197	0.002035899	-0.205878176	0.056935775	0.429865315	0.451594321	-0.374626041	0.179107401
Gm12891	-0.880752682	-1.010335229	-0.742903039	-0.363523213	-0.255841912	-0.058916181	0.871024097	0.934815934	0.579478587	0.00071635	-0.409909368
Atpif1	-0.47973681	-0.6744416	-0.875272823	-0.317198603	0.006707053	0.466812356	1.055489992	1.155890188	1.008770407	-0.051214262	-0.247448836
Zfp367	-0.2671549	-0.485818124	0.021948095	-0.037567571	0.243320205	1.64426257	1.058577174	0.770512172	0.006360781	-0.001276046	0.208271712
Polh	-0.072221714	0.118096139	0.427365723	0.361454933	0.360761406	1.322576553	1.901430051	1.62058969	1.053036422	0.532866992	0.237553574
Gm15343	-0.444088486	-1.538462697	0.260901592	-0.039027303	-0.356828241	0.076608324	-0.214126649	-0.247400284	0.280045269	0.289061902	0.748801254
Cd276	-0.339976749	-0.830522166	-0.103515259	0.114803182	-0.31214349	1.091895859	0.781721969	0.639649849	1.150971105	0.763703103	0.389057597
3110082I17Rik	-0.144715672	1.737555337	-0.030886725	-0.27807352	0.163089672	-0.179617933	0.178584938	-0.026544758	0.091152135	-0.049631325	0.59112949
Tmem141	-0.260658265	-1.173195119	-0.692983283	-0.082953707	-0.104667769	0.621942084	0.397256182	0.614284032	0.410811005	0.242819607	0.118018526
Cyp2u1	-0.78005201	-1.741275763	-0.801357129	-0.50456445	-1.156769201	-0.645028317	-0.913490197	-0.97344422	-1.082530378	-0.340044635	0.613966141
Rnf43	-0.728049914	-0.880441432	0.333477245	0.814400775	0.103478993	0.875872768	0.398241385	0.151382751	0.238407637	0.614828804	0.22168711
Tmem53	-0.482379426	-1.139014544	-0.393375022	0.115596553	-0.03375908	0.361584433	1.012596875	1.027454826	0.897275289	-0.044737628	-0.180551044
Mdc1	-0.2218727	0.062854114	0.469729223	0.160154297	0.093947152	1.526276189	1.774009773	1.093857372	0.694938073	0.340795821	0.148030993
Grn	0.562504451	1.276318874	1.60467898	1.477652391	1.597790405	1.715623169	1.546690202	1.2191621	1.211349727	0.415318885	-0.141604738
Hsp90aa1	0.416726792	0.418100947	0.76480959	0.688339888	0.923259123	1.023394999	1.758128535	1.603203342	1.340297832	0.470469721	0.20535724
Epha1	-0.404984859	-0.290179452	0.656531673	0.620157686	0.645364243	1.34663126	1.00926908	0.75524742	1.033651614	0.685004471	0.130596258
snoZ39	0.201705977	-0.099319685	0.171036444	0.231571447	-0.261096825	0.334054121	-0.17763944	-0.147840034	0.039178011	0.543131276	-0.437799979
Dsc2	-0.436402294	-1.784320073	-0.398788015	0.103692313	-0.203036668	0.377508403	-0.163540659	-0.067787292	-0.113338032	0.302974927	0.170352059
Paqr9	-1.0689885	-0.179043168	0.580833966	0.893197081	0.623904449	-0.111798058	-0.245641983	-0.517786211	-0.030361244	-0.138590907	-0.182638656
Ghr	-0.154976726	-0.786683511	-1.743137358	-0.886917838	-1.484344578	-1.236049289	-1.326730148	-1.277731314	-1.02279887	-0.202968635	0.112416614
G2e3	-0.122073388	-0.003051476	0.122272021	0.119347829	0.163711861	0.590253672	1.592272368	1.825523679	1.259141332	0.223893996	0.150233613
Dpp9	0.264946744	1.491608085	1.232144382	0.715711656	0.470230081	-0.584538521	0.726028423	0.503629088	0.387803485	-0.017854031	0.006977628
Snrnp25	-0.302089849	-0.694716739	-0.590469861	-0.125271158	0.206823614	0.729411368	1.254566388	1.190161842	0.705035793	-0.112554444	-0.086676295
Gstm4	-0.418172042	-1.03790059	-1.566310312	-0.460721321	-0.581719853	-0.854515852	-0.561417238	-0.118465209	0.325325816	-0.078006294	0.027621324
Ptpn1	0.07947483	1.956415954	1.014167367	0.891128732	1.055283628	1.099569853	1.341418574	1.069777468	1.088899714	0.497092417	0.19307407
Adck4	-0.006823192	0.960596235	1.734031853	0.067039768	0.220982589	0.686692654	0.37819953	0.387048029	1.037975164	0.197795034	0.115255722
Kifc3	-0.577027378	-0.607612621	0.015135774	0.525384518	0.060695276	0.733583156	0.50766048	0.345791529	0.981969355	0.809184989	0.529525619
Asl	0.702133786	0.811207007	1.218464346	-0.026731489	0.84646767	0.46838788	-0.250960825	-0.719711184	-0.114780001	-0.332952306	-0.419483642
Ptplad1	-0.072619911	0.907786396	1.600855324	0.740897236	1.200577643	1.531015702	0.799111103	0.624167312	0.658108836	0.2235425	-0.010667489
Abtb2	-0.220600426	-1.764750877	-1.080942524	-0.423574071	-0.676669268	-1.120619922	-0.616433838	-0.154896425	-0.076073715	0.448992238	-0.220053516
Cpt1a	0.669182677	1.093615709	1.509755182	0.657914804	1.643957959	1.55434198	0.542158492	0.447111507	-0.070994423	0.243758998	0.065159953
Ugt1a9	0.202654085	-0.489326872	-0.855179227	-0.989121356	-1.117179665	-0.159410534	-0.294480278	-0.029311057	0.724090019	1.058450264	0.338193429
Wdr91	-0.59851405	-1.693932346	-1.503408714	-0.373321733	-1.458997161	-0.874681629	-0.389615156	-0.320566515	-0.793512989	0.011524811	-0.022038731
Mpp1	-0.202305541	-0.575301209	0.253539989	0.699005725	0.518564445	1.192712716	0.722902487	0.950389365	1.292031017	0.530061627	0.224152267
