Probe	1H	4H	10H	20H	28H	36H	44H	48H	72H	1W	4W
Tpmt	-0.338082629	-0.634502837	-0.462780916	0.057700245	0.187880024	0.274848054	0.221554731	0.366883722	0.643878277	0.14253367	0.191997908
Slc35b4	-0.181984203	-0.435910773	0.257042829	0.70918486	0.309376767	0.439172766	0.747907811	0.686879617	0.41545913	0.233403815	0.181756036
Fkbp1a	-0.197156583	-0.111092252	0.640737393	0.535116927	0.391769995	0.656150776	0.694689068	0.69657917	0.564304853	0.119388115	-0.075128239
Ide	-0.011078436	-0.192873811	0.085419214	0.474850552	0.105027649	0.489276602	0.418159117	0.451692158	0.466965159	0.600974999	0.466472926
Ulk2	-0.224881457	-1.099814803	-0.728705109	-0.148738655	-0.639873547	-0.565881049	-0.504840609	-0.318672652	-0.774551015	0.111811307	0.187192108
Preb	-0.010529178	0.55833603	0.879752637	0.488107243	0.555630236	0.652997818	0.726088044	0.786585868	0.676570641	0.288214818	0.166864784
Gm6741	-0.004013109	0.31665487	0.72023649	0.192703577	0.973954385	0.746673935	0.645097808	0.412019554	0.083944492	0.233311515	0.026852274
Rps19-ps7	-0.0849682	0.149621937	-0.14899556	-0.072893015	-0.216404779	-0.123397462	-0.128257694	-0.305317686	-0.557872557	-0.586663193	-0.09734295
Polr3g	-0.391226063	-1.174886429	-0.436191363	0.065415901	-0.467368904	-0.126912259	-0.115942709	-0.278686499	-0.132601178	-0.194902191	0.051178537
Tm4sf1	-0.224613667	-0.531940033	-0.792425705	-0.422341352	-0.546768013	-0.255461406	-0.472042927	-0.322422777	-0.339000771	0.147162903	0.134689973
Ptch1	-0.062549555	-0.943765158	0.171435559	0.000534991	0.046368144	-0.088574783	0.162605981	0.271911906	0.301760412	0.400475028	0.097515825
Rufy3	-0.625044702	-1.281462827	-0.470908522	-0.148366623	-0.654224277	-0.188674134	-0.168184379	-0.150351965	-0.319852145	0.065714738	0.17559737
Mlst8	-0.107675058	0.001326352	0.489160833	0.406306297	0.178220955	0.778499275	0.89891514	0.860681933	0.70306951	0.261923285	0.334155332
Camk2n2	0.092817518	-0.091622605	0.279081557	0.597940933	0.173302247	0.673882151	1.040175805	0.66462653	0.097904974	0.096373086	0.177786972
Gar1	-0.034570805	0.992109686	0.466256494	0.169984269	0.399692704	0.569779933	0.386066918	0.247952531	0.315867565	-0.35736203	-0.071171598
Enpp4	-0.091800191	0.056728975	0.936555832	0.503963189	0.514823395	0.591130413	0.729155136	0.570419903	0.400384686	0.187202453	0.228842192
7SK	-0.424545882	0.267590749	0.114824462	0.460012974	-0.238650563	0.012918212	-0.140346869	0.281235865	0.307144095	0.188867784	0.46215659
Decr1	-0.148290666	0.22508166	0.569339906	0.435070818	0.586446673	0.615516307	0.136091403	0.119858609	0.138582264	0.052772857	-0.198764128
Prelid1	-0.297314163	-0.514006043	-0.146370975	0.139700471	0.242113335	0.417712309	0.616413126	0.682862203	0.584326278	0.04686374	-0.135385254
Leo1	-0.177615718	-0.244453179	-0.300082606	0.117420701	-0.396745244	-0.527374908	0.505158626	0.565865899	0.502144456	0.129710352	0.014983738
Nudc	-0.193424734	-0.489797786	0.073967499	0.250804855	0.21603044	0.409071586	0.985216468	0.679013583	0.30791672	-0.307208699	-0.244327286
Pabpn1	-0.397233146	-0.329684101	-0.023377116	0.197481939	-0.371980568	0.060207422	-0.053898228	-0.157851505	0.053944547	-0.090377955	0.328296304
Spty2d1	0.523285634	0.887337771	0.516776212	0.330757432	0.454414779	0.311191338	0.703668861	0.810113051	0.730563249	0.132351204	0.076345484
Fnbp1l	-0.228836824	-0.357935786	0.774921099	0.321153955	0.307481409	0.554754521	0.582413176	0.620108626	0.498349967	0.526389267	0.287017694
Tbcb	-0.32860699	-0.613948163	0.137366599	0.559319965	-0.028057224	-0.071056399	0.500898612	0.458933907	0.086104273	-0.174974924	-0.18301785
Grk6	0.08991617	0.050350041	0.594395373	0.466135951	0.406044725	0.901765355	1.164485691	1.058155248	0.501366684	0.303768175	0.196588915
Decr2	-0.066512045	-0.002155847	0.118311809	0.060741808	0.078030758	0.469308583	-0.721542304	-0.706081451	-0.423192849	0.075360759	0.121430761
Gm3699	-0.228429641	-0.296224045	-0.203886124	0.045136476	0.445218539	0.410609206	0.39432597	0.354782205	0.352793005	-0.629288831	-0.035864716
Rnf121	-0.289598793	-0.444277797	0.424155082	0.550566419	0.286730403	0.395912776	0.695327199	0.620072511	0.626222447	0.111610685	0.025546187
Gm10121	-0.201610289	0.069062649	0.516519116	0.161538555	0.495045481	0.411234531	0.59611845	0.518541566	0.459907322	-0.090061379	-0.429695225
St3gal1	0.291419972	1.034676839	0.428247709	1.109205207	0.85299882	0.471851488	1.093272638	0.961535948	1.098231928	0.628419305	0.323620586
Recql4	-0.129886061	-0.204599415	-0.125522526	-0.005539714	-0.029368163	0.937065626	0.694515285	0.531854317	0.2881948	0.14209803	0.092784795
D230025D16Rik	-0.258451315	-0.630220964	-0.14148616	-0.128360481	-0.071013334	-0.739800234	-0.086547257	0.578395034	-0.075436749	-0.345113436	-0.16121742
Eif4e	-0.02303652	0.245287478	0.667104202	0.502989496	0.448391607	0.532193833	0.987043297	1.011978302	0.911310691	0.212141357	-0.01888928
RP23-358B23.3	0.000125483	0.019922352	0.012913462	0.023070135	0.127014499	0.470715879	1.185353514	1.019481975	0.603081402	0.079935457	0.034038519
Ldlrap1	-0.297892322	-0.765793231	0.221002245	0.33723941	0.163922787	0.476461426	0.109550176	0.110262538	0.117185598	0.32158253	0.311904364
Pemt	-0.407367149	-0.903968435	-1.107246189	-0.395706034	-0.114449069	0.029757381	-0.150415896	-0.192409774	0.025751847	-0.403258868	-0.419734818
Mageh1	-0.297285969	-0.690279849	0.285028701	0.152789628	0.205418182	0.245104644	0.399991989	0.481963808	0.24286089	0.046536072	-0.178932725
Snora73a	0.887494634	0.70527172	0.32908161	0.260379503	0.138082166	0.301330506	0.096573469	-0.027542585	0.093750758	0.014798598	-0.061713494
Efemp1	-0.341790703	-0.675418112	-0.706536431	-0.774853001	-0.589035829	-0.548886012	-0.139311292	-0.229162498	-0.292239323	0.043176116	-0.374498429
Gm13152	0.031803623	-0.329335977	-0.595808442	-0.345908692	-0.828698031	-0.271132632	-0.321389143	-0.341238478	-0.049223917	-0.031246684	0.530765057
BC025446	-0.422466206	-1.089319541	-0.611341995	-0.018778778	-0.110830515	-0.393708526	-0.084798614	-0.025606235	-0.08790984	-0.158337698	-0.256479708
Erc1	0.11720849	0.217014901	1.066619994	0.610319479	0.60561395	0.723521198	0.779339404	0.795413033	0.52063985	0.46119814	0.369774447
Gm2058	-0.020680128	-0.890221027	-0.432890197	-0.345496711	-0.357959667	-0.656821466	-0.708877564	-0.460177769	-0.312571761	0.180353971	0.318293516
Mgp	-0.105621792	-0.054655554	-0.478151971	-0.595084495	-0.779161097	-0.155891498	-0.178232178	-0.174130839	-0.390768764	-0.004181899	-0.591075487
Tor1a	-0.085022932	-0.135737387	0.817039898	0.348115794	0.642835495	0.607020911	0.507046292	0.284572894	0.108289129	0.114042938	-0.10936443
Reep5	0.03203948	-0.334596893	0.161733914	0.518663223	0.333824331	0.674447722	0.70611274	0.78450675	0.832011647	0.183780184	0.023742777
Tmem82	0.530469925	0.599426614	1.161168112	0.667145534	1.003546026	0.607215317	0.495078607	0.486436313	0.53136942	0.06237775	0.092634447
Lsr	-0.089262208	0.027726148	-0.085860951	0.087588788	0.463274887	0.219435911	0.676351559	0.645632238	1.234615141	0.451687169	-0.067196716
Upf2	-0.539102283	-0.162784002	0.430555976	0.264723769	0.171731373	0.257025191	0.468001712	0.563173304	0.405920536	0.221750934	0.096111953
U6	0.195162834	0.231259776	-0.119433187	0.345668463	0.08421238	-0.102745756	-0.021808243	-0.118786793	-0.190048979	-0.033669871	-0.190048979
Sh3yl1	-0.56502222	-0.857599726	-0.107153101	0.1011798	-0.347782284	0.209235727	0.476669918	0.157036659	-0.163686575	-0.02279188	-0.249777046
Srsf2	-0.100741649	0.130663861	0.11786483	0.413470362	-0.463525443	0.207223156	-0.084209222	0.029978706	0.260193266	0.098382031	0.314950533
Nacc1	0.100036323	0.166850621	0.559565779	0.694070492	0.476757048	0.912796108	1.136135088	1.014921655	0.730853018	0.30438473	0.210153037
Arap1	-0.488815468	-0.813290882	-0.266931176	0.093454796	-0.121220777	-0.609217802	-0.161906866	-0.110234721	0.033383568	0.47405971	0.204644236
Upf1	-0.186108783	-0.071189104	0.551657902	0.452505416	0.2628701	0.690372365	0.735060793	0.66362902	0.565818187	0.205853789	0.222462394
Tbl1xr1	0.22421746	1.294921175	0.513008434	0.513329203	0.625097714	0.064027001	0.461759659	0.280087177	0.332442562	-0.002071991	-0.218411795
Glb1	-0.002596697	-0.45861652	-0.799353268	-0.112795115	-0.271154921	-0.129130772	0.098495015	0.123494937	0.377535016	0.343475107	0.152995414
Tbccd1	-0.310869829	-0.575465841	-0.132037031	0.04317751	-0.246349068	-0.039859514	0.274002045	0.488820381	0.315676989	0.455056891	0.212646884
Spats2	-0.146513604	-0.617210556	0.602484854	0.355713984	0.128577642	0.564407581	0.400799013	0.390038897	0.589435191	0.536623243	0.209312906
Samd8	-0.51544862	-1.347577201	-0.559239101	-0.488089549	-0.680456799	-0.43275929	-0.289008375	-0.195873844	-0.246929266	0.060577956	-0.075921575
Mtrr	-0.017698734	0.060877622	0.722239198	0.574890912	0.146941611	0.9941922	0.715579189	0.547383352	0.504986999	0.144137116	0.059990713
Fam129b	-0.390234607	-0.49998141	-0.369870967	0.121960186	-0.28268432	-0.190742901	0.037710529	0.26023198	0.207405641	0.381745332	-0.35563464
Tpr	0.159214981	0.314059637	0.721442144	0.59808794	0.45697632	0.828004573	1.044915516	1.058284282	0.759189106	0.454210062	0.22406441
Tspan9	-0.150156463	0.221558769	0.623694003	0.35459735	0.732831738	0.416791659	0.632648717	0.492587604	0.621103523	0.473052489	0.210949111
Zfp768	-0.453923342	-0.29835078	0.267266111	0.318813874	0.13554767	0.635426613	0.452976098	0.418216527	0.354213239	0.304234604	0.140931564
Pdzd11	-0.399004632	-0.169811295	0.346487566	0.272847607	0.142559507	0.310563531	0.711866837	0.707360844	0.658728157	0.102151129	0.030022081
Glul	-0.197180892	0.79849076	-0.038137145	-0.244851291	0.316276097	0.299768521	0.22694913	0.077063733	-0.555438105	-0.145346335	-0.057681221
Lst1	-0.065474428	-0.332759356	-0.432869727	-0.026450145	-0.050416267	-0.090565363	-0.207904532	0.047465096	0.007776877	0.336933822	0.617019381
1110002B05Rik	-0.286772826	-0.80708667	-0.689883131	-0.423976201	-0.433656787	0.062597406	0.172482365	0.229009376	0.325811991	0.287045009	-0.319406172
Tmem63b	0.055660997	-0.494248757	-0.520835397	0.041901693	-0.659202502	0.073192497	-0.044779473	0.023947182	0.292336087	0.114398273	0.233058265
Brix1	-0.032172297	0.903268701	0.53780258	0.298052132	0.379190185	0.526797404	0.571220271	0.521296483	0.57726668	-0.002623791	-0.189576911
Pde4c	-0.120136701	-0.96014455	-0.67656523	-0.169001439	-0.492392017	-0.204089125	-0.64075753	-0.560233209	-0.112886819	0.085984466	0.099718441
Cflar	-0.437706272	-0.038699525	-0.102656417	0.030082925	-0.408226175	-0.336276591	0.128825394	0.435600848	0.426301386	0.201755226	-0.046635175
Kctd15	0.700471644	0.707735242	0.707276746	0.3488125	0.241022363	0.50173269	0.207346616	0.113576778	-0.192568388	0.019673557	0.252315698
Paip2b	-0.37187604	-0.817940007	-0.041301303	0.116872517	-0.108499009	0.263841197	0.604547497	0.647541596	0.419615776	0.292208953	0.097005577
Ambp	0.020101026	0.152325192	0.175141117	0.481275681	0.601698475	0.683050808	0.956683575	0.845583307	0.936559641	0.55837855	-0.13988446
Sec24c	-0.120256018	0.322433198	0.878761087	0.501509335	0.677298008	0.553995089	0.716352989	0.691776166	0.723118112	0.625033017	0.421208199
Serinc3	0.455165421	0.832565345	0.758944977	0.242116232	0.104811556	0.367663743	0.430441175	0.645958185	0.277949115	-0.145207264	-0.219587623
7SK	-0.509899267	-0.266700037	-0.528117211	-0.620805365	-0.141562624	-0.210324414	0.285972085	-0.29331603	-0.249018107	-0.486843506	-0.851489368
Gm4482	-0.38514597	-0.44655686	-0.003317738	-0.056768254	-0.044614374	0.053494503	0.145152076	0.267090055	0.369262146	0.488452381	0.271040333
Mir343	-0.17851926	0.060103675	-0.20579117	-0.194905077	-0.129570989	-0.187782802	0.295049063	-0.063797033	0.119130719	0.028239106	-0.044032958
Gm10029	-0.486818249	-0.262497982	-0.683562066	-0.505899743	-0.472216886	-0.394702203	-0.619319863	-0.646209489	-0.513421679	-1.013834516	-0.20222472
Slc38a6	0.118333066	0.075561816	0.616061614	0.468677083	0.018113285	-0.175353775	-0.265369539	0.008664224	-0.058914892	0.01671384	0.229738152
Max	0.018523954	0.463239482	0.661324092	0.275467335	0.415316668	0.397547992	0.679390883	0.655254861	0.517590694	-0.101024079	-0.354560836
Gm13826	-0.466770616	-0.039741613	-0.326835367	-0.346933435	-0.42261186	-0.320675111	-0.368903977	-0.436879297	-0.443287813	-1.029751354	-0.259777766
Gm14541	-0.396699822	-0.779975786	-0.292466852	0.110972541	0.401821414	0.1095857	0.238585348	0.321252339	0.317187297	-0.262859183	-0.758978072
Kif13b	0.194982505	-0.296997083	0.06193041	0.450547954	-0.400195946	0.270824626	0.28645605	0.176687478	0.551387529	0.582853192	0.443254866
Wfdc1	-0.278478461	-0.440943679	-0.866633143	-0.461665814	-0.318088903	-0.267003033	0.082697283	-0.028397762	-0.023899066	-0.204933989	0.008427623
Gpx1	-0.1097576	-0.396744744	-0.873553498	-0.636157384	-0.322154857	-0.079144548	-0.244653142	-0.153553926	0.013835087	0.323592383	-0.103642183
Dlat	-0.249663037	-0.59517946	-0.987518381	-0.389683383	-0.692800138	-0.467029919	-0.526544433	-0.419798916	0.038495083	-0.141736369	-0.332719817
Rbmx2	-0.203393227	-0.056700986	0.054203398	-0.050428836	0.126291327	0.755541964	0.929111591	0.735065254	0.293340251	0.009805178	-0.021603439
Ppp2r2d	0.481871763	0.46776625	0.954190869	0.303659609	0.977528869	0.735508824	0.520010014	0.537325304	0.240589799	-0.119650395	-0.132245343
Gm10226	-0.428161654	-0.164040697	-0.13490943	-0.110179219	-0.137041613	0.096956128	0.047001071	0.086586324	0.100002851	0.123632623	-0.588242075
Ubfd1	-0.025450353	0.087167708	0.63070272	0.273051076	0.285960616	0.283547328	0.546146699	0.697124486	0.343248247	0.152519683	0.105105239
Fcer1g	0.12237816	0.220937656	-0.068281634	0.149111455	0.008660205	-0.018087201	0.229839556	0.370860156	0.421456407	0.730901445	0.36463994
Tmem184b	-0.237586545	-0.425185841	0.519402277	0.176584077	0.20818346	0.674677686	0.504729042	0.421174975	0.133889074	0.344481964	0.134885089
Apold1	1.270646591	0.017935521	0.119520277	0.26979962	0.192604534	0.186343125	0.172296365	0.017824102	0.188148518	0.159845911	0.048929489
Cdh2	-0.087089539	-0.97988605	-0.599499948	0.033156033	-0.387446762	0.0417557	0.033579611	-0.01925689	0.064326053	0.113688831	0.059763458
Gata6	-0.241059953	0.684108533	0.3172996	0.136801777	0.05475576	0.661551057	0.689016468	0.699851277	0.457798378	-0.053054577	-0.1757891
Kcnt2	-0.053081216	-0.006729308	0.762938186	0.714834169	0.802265399	0.636558694	0.690651255	0.588965516	0.430946462	0.29465502	0.011122415
Man1b1	-0.09572268	-0.489209295	0.08669345	0.501085275	0.146816946	0.423907209	0.777594264	0.798063688	0.450857653	0.314660429	0.109957522
Rps10-ps1	-0.190573634	-0.002947423	-0.1727249	-0.288076368	-0.225281843	-0.069603328	-0.146584743	-0.312330434	0.004286489	-0.717811821	0.024109365
Snrnp70	-0.20693681	-0.118140757	0.285450561	0.147072361	0.221676743	0.541970301	0.8780388	0.797016243	0.423266657	-0.024723227	0.023925891
Serp1	-0.073213414	-0.10305042	0.645229834	0.510190554	0.187165415	0.222685339	0.390823358	0.591710893	0.356944319	0.254943565	0.057261381
Stard13	-0.500178492	-0.626042397	-0.496953901	-0.038299722	-0.403168216	-0.500710445	-0.061393677	0.05665132	0.022465084	0.3484475	-0.015356471
Gtf2ird1	0.079896265	-0.470735055	0.575319109	0.467340881	0.171643943	0.244702775	0.568926376	0.256651498	0.156118073	0.438157818	0.457515422
Phlda2	-0.119089219	-0.010983405	0.164259515	-0.021466311	0.207128327	0.721177832	0.271332278	0.42918368	0.992253866	0.471356407	0.160262169
Tnfaip8l1	-0.417055303	-0.811101208	-0.092999461	0.05986237	0.702629809	-0.398742037	-0.228572912	-0.012154224	-0.527124838	-0.087088234	-0.344131855
Zw10	0.144342293	0.305007613	0.84116442	0.39641869	0.417220251	0.804605276	1.156347013	0.916545536	0.387265565	0.092449312	0.227813889
Dclre1a	-0.143965386	-0.348111882	0.415367128	0.292921444	0.094634605	0.676326895	0.665412764	0.569528966	0.416563284	0.327266491	0.201265278
Igf2r	0.071274616	-0.283539123	0.161775379	0.550286771	0.335891879	0.724044734	0.64112362	0.644055737	0.786190667	0.382624281	0.246266257
Slc6a8	0.112638632	0.322268152	0.736950584	0.184925102	0.441523863	0.872693865	0.905788824	0.807151932	0.862354793	0.548434798	0.012473954
Sf3b3	0.066110165	0.861150646	0.884638936	0.554224981	0.749999592	0.831311046	0.901947772	0.776727708	0.816973713	0.197238705	0.195215914
2300009A05Rik	-0.520688677	-1.024882822	-0.424318858	-0.566705523	-0.631096009	-0.515831215	-0.601729999	-0.778107793	-0.758106872	-0.387892731	-0.05463571
5730508B09Rik	-0.110251097	1.088633983	0.283421437	0.189653982	0.283099269	0.684098036	0.851920822	0.460485307	0.33779233	0.13828604	0.202286407
Gm3788	-0.49431719	-0.669541339	-0.631976197	-0.290845675	-0.242871841	-0.109433879	0.112089995	0.147286201	-0.002470147	-0.143547433	-0.56254566
Fam169b	-0.361718639	0.275560417	0.65087596	0.25655691	0.579994262	0.43053821	0.522140223	0.306926888	0.560560083	0.227164159	-0.041896594
Arl2bp	0.188135975	0.494456989	1.00670418	0.671492337	0.735951412	0.753977826	0.745784851	0.555338269	0.167940748	0.161992052	0.245020063
Ctf1	-0.269028422	-0.926178453	-0.352172506	0.049328812	-0.570976893	0.0762425	0.020496517	-0.262237777	-0.337562568	-0.274132154	-0.057722178
Rint1	-0.021989036	0.469758924	0.853563596	0.452055261	0.344881246	0.618426935	0.771367105	0.842391603	0.675296387	0.364143773	0.278624316
4732419C18Rik	-0.355090699	-0.292245191	-0.47002307	-0.754227216	-0.636575853	-0.907558979	-0.942686929	-0.925248952	-0.427334452	-0.022372024	0.212682079
Rab4a	-0.292493006	-0.697015288	0.395453448	0.339252832	-0.111174368	-0.129927205	-0.176869108	0.190128849	-0.269495809	-0.353398533	-0.214360139
Mir1901	-0.0836673	-0.003913134	-0.079813849	0.422132395	0.136751541	0.014167073	0.216390031	0.240587865	0.768538041	0.339825935	0.342602497
Rpl41	-0.425903965	-0.492214934	-0.267100935	0.135833849	0.405018556	0.353300836	0.394417762	0.283835804	0.239690003	-0.760219683	-0.491849072
Rbm12b	-0.631599797	-0.03381947	0.283816278	0.187785351	-0.134216994	-0.19258741	0.272121428	0.523212739	0.389724679	-0.137020164	-0.358298946
Olfm3	-0.133907644	-0.593738963	-0.476309703	-0.20436147	-0.26241969	-0.002615887	0.086736228	0.261035442	0.499783045	0.497131246	0.337433673
Ttll8	0.589124807	0.711053523	0.995461838	0.32088196	0.482019529	0.271545213	0.04300941	0.088927654	0.042556784	-0.058056557	-0.07423281
Gm13226	-0.365518565	-0.639394938	-0.38431166	-0.218530747	0.141245972	-0.211892177	0.178326631	0.218297779	0.18731334	-0.328949393	-0.722535455
Dqx1	-0.088610037	-0.470520243	0.296226019	0.2342011	-0.14178175	0.14584987	0.124845073	0.271223097	0.3049719	0.134209906	0.120089345
Brp44l	-0.304581292	-0.743136371	-0.545165529	-0.450708776	-0.14105321	0.245729829	0.151528886	0.16994726	-0.042184775	-0.189454385	-0.41411085
Gsto1	-0.103268289	-0.43744283	-0.916806908	-0.940936207	-0.88859967	-0.52371106	-0.951214328	-0.715800011	-0.376126108	-0.092357027	-0.164297357
Dcun1d4	-0.042273723	-0.614205119	0.730428124	0.500792625	0.171941256	0.701768879	0.213820774	0.317018753	0.240390564	0.470910487	0.571122677
P4ha1	-0.121313967	-0.542779124	0.073506509	0.135438607	-0.106773516	0.454665008	0.353725216	0.617740068	0.480694336	0.045763724	-0.196878524
Col5a2	-0.065819657	-0.098181628	0.032329658	0.242304372	0.306412101	0.552883995	0.712602078	0.787146434	0.742708192	0.577212369	0.079950057
Dirc2	0.036666796	-0.636776399	-0.768885881	-0.412874085	-0.583279937	-0.901135081	-0.836825204	-0.492146015	-1.064187111	-0.567119709	-0.459614873
Surf4	-0.039219994	-0.137572842	0.545329245	0.743855399	0.586745448	0.585950968	0.761633197	0.872670465	0.6993286	0.362226178	0.176146874
Zmynd19	0.007231718	-0.106035065	0.512470549	0.358716036	0.23485361	1.129174727	0.527079916	0.513292089	0.320257683	0.053716083	0.034413554
Nfkb2	0.089430334	0.751994016	0.129486978	0.261361907	0.284523141	0.257878973	0.618267849	0.417570593	0.215611064	0.233408283	-0.06281618
Gm13443	-0.276336389	-0.546041434	-1.264756443	-0.721164185	-0.6488234	-0.901048037	-0.707932757	-0.558059697	-0.60381348	-0.389689206	-0.074553237
Tes	0.19393154	-0.107174704	0.577214926	0.558801826	0.149929849	0.233839913	0.577320102	0.969278876	0.696437718	0.285747762	0.035793964
Naprt1	-0.176267355	-0.554035828	-0.311567568	0.322331358	0.162205962	0.247939721	0.503714091	0.411781474	0.485175418	0.043127592	-0.176633466
Snx24	-0.380617992	-0.441698513	-0.18973934	-0.065739373	-0.266299924	-0.210614294	0.376385322	0.427098264	0.347996562	0.398770774	0.100834775
Taok3	-0.152191651	-0.871821396	0.177725031	0.109675671	0.189445666	-0.340556256	-0.198032107	-0.358751918	-0.349847743	0.006303253	-0.109026343
Adrb3	-0.365979764	-0.965066546	-0.985788069	-0.536936501	-0.740503113	-0.56867327	-0.684622143	-0.563474055	-0.274839494	-0.051086805	0.084771407
SNORD38	-0.384381287	0.270045351	-0.09917872	-0.177888878	0.175809931	-0.106631491	-0.384381287	-0.240318525	-0.384381287	-0.023939644	-0.384381287
Rps6ka3	-0.053522167	0.986487539	0.646020577	0.232804244	0.388366799	0.531368969	0.649405144	0.64606718	0.912433658	0.427050549	0.161974402
Acbd3	-0.110414882	0.393446539	0.634728987	0.260138642	0.521171073	0.461988344	0.894984252	0.931477908	0.726875168	0.168337774	0.084096972
Cox7a1	-0.119453714	-0.641424147	-0.762122529	-0.429262802	-0.403140991	-0.506319472	-0.737625821	-0.655234653	0.255915258	-0.288173836	-0.474861567
Gckr	-0.039465421	-0.364653347	-0.702320644	-0.286315444	-0.453545895	-0.760476241	-0.853687398	-0.57221449	-0.109402941	0.029902862	0.165043857
Cnpy4	-0.183940006	-0.667380109	-0.082115967	0.227617299	-0.048691244	0.298274198	0.805863716	0.629214683	0.287264194	-0.040617013	-0.017220803
Aadat	0.031794341	-0.160345973	-0.658605522	-0.530563941	-0.316173154	-0.443469778	-0.645524522	-0.591441992	-0.586074294	-0.129285694	0.364687596
Aldh7a1	-0.131232668	-0.574094526	-1.077571348	-0.733186672	-0.49906999	-0.435792317	-0.412764472	-0.367208591	-0.071919447	0.309053757	-0.039696259
Chchd4	0.173401362	0.582693564	0.880452382	0.203961336	0.499994505	0.86386068	0.587081323	0.579754331	0.362358634	-0.039667943	-0.05435333
Plrg1	-0.056854973	0.834762953	0.447895944	0.32573761	0.407429669	0.277664932	0.913837889	0.781323129	0.667094675	0.124807501	0.068666346
Asph	-0.011765805	-0.585213409	0.101682331	0.485669525	-0.152287042	0.254460421	0.582316683	0.741917909	0.71050407	0.400430747	0.225985207
Apoe	-0.194527705	-0.467279581	-0.934863976	-1.027781585	-0.803496581	-0.747125087	-0.817772121	-0.861316658	-0.8461246	-0.336404678	-0.17831057
1110049F12Rik	-0.765875368	-1.150674796	-0.49037952	-0.186422286	-0.502531478	-0.308391011	0.057894055	-0.103294957	-0.669949088	-0.307890535	-0.113289645
Rnaseh2a	-0.117851318	-0.512815639	-0.254243377	0.03730337	0.048390408	0.669994537	0.841955649	0.616070017	0.098977274	-0.035565739	-0.094265605
Zmym1	-0.453115601	0.044134893	0.206329354	0.061645705	0.082463818	0.555115762	0.807677835	0.766368564	0.424374534	0.123564504	0.003849282
Capn8	0.078177432	-0.118067883	0.433558109	0.700768207	0.509329767	-0.008439618	0.230031243	0.278951369	0.477260979	-0.001859475	0.667084226
Snord35b	0.158734366	0.074446961	0.115612447	0.223320573	-0.243775524	0.440569636	-0.067444427	-0.1095173	-0.059283319	-0.243775524	0.009241716
Suv420h2	-0.43275551	-1.014152692	-0.358875263	-0.10747268	-0.420262467	0.019621768	0.084075421	0.162165702	0.160567708	0.290777744	0.176479066
Pfkfb1	0.079812722	-0.677585583	-0.340777639	0.129615379	0.404562598	-0.244428132	-0.232070099	0.026555659	0.314842128	-0.576168383	-0.735951266
Gosr2	-0.184277094	0.096594179	0.61356551	0.512498659	0.439145773	0.4927746	0.697496129	0.806833935	0.720337872	0.495018525	0.358460344
U6	-0.024299463	0.091333366	-0.383724986	-0.029890604	-0.138795526	0.245997742	-0.12214749	-0.290027108	-0.389905724	0.068682228	-0.328061982
Hsd17b13	0.177927372	-0.233995108	-0.122788157	-0.361346186	-0.118834268	0.331296567	0.189256372	0.504563626	0.647747905	0.081282737	-0.098623666
Copg	0.070747458	0.121894231	0.737653237	0.654061299	0.538261542	0.667114793	0.822050854	0.839362201	0.820418463	0.376475435	0.37670416
Sntg2	0.053887546	-0.124535779	-0.858158189	-0.709513737	-0.823100601	-0.64866975	-0.609781052	-0.298134953	-0.208754067	-0.140650047	-0.15060801
Cln5	-0.11060459	-0.046020818	0.332182335	0.344038211	0.394245646	0.841561789	0.856542562	0.755895846	0.780874854	0.426279581	0.091646364
Pigb	-0.09639555	-0.336536652	0.392552219	0.600666198	0.051937073	0.296938693	0.56590912	0.571402471	0.756754107	0.415802619	0.40585356
Zfp948	0.485630073	0.619972464	0.459788613	0.424741421	0.339198415	1.146868908	0.974385907	0.770783891	0.707422723	0.275143422	0.17666349
Dcakd	-0.114508924	-0.237348767	0.659361492	0.343541973	0.440121791	0.543760249	0.457660748	0.362617242	0.563638685	0.265578871	0.184482137
Extl1	-0.029192061	-0.55218023	0.001209859	0.111261145	-0.211523124	-0.394276099	-0.371304933	-0.078439859	0.322407121	0.706253628	0.213569155
Prkcz	-0.168046128	-0.970384998	0.249621771	0.156698644	-0.09477528	0.151436403	-0.089820818	0.057729392	-0.042935716	0.363397141	0.047949711
Myo9b	0.032516668	-0.091870473	0.81067648	0.54364753	0.371564632	0.84117943	0.719175162	0.632168558	0.378866421	0.437900841	0.277182361
Tssc1	-0.362452803	-0.715107546	-0.2529583	-0.121266011	-0.172852866	-0.176084498	0.353035581	0.528970542	0.511266225	0.215336197	0.127611577
C230096C10Rik	-0.208791438	-0.168180152	0.282233748	0.628937526	0.100785352	0.665812894	0.585357623	0.427034007	0.346205037	-0.062171027	0.111189188
Mllt1	0.016307915	-0.267149619	0.66199967	0.515913282	0.214956795	0.752287282	0.963262371	0.801921502	0.676993637	0.350191104	0.286015142
Parp12	-0.307457002	-0.441970591	0.105805627	0.434822618	-0.10263431	0.276889489	0.252643471	0.356647481	0.616668331	0.74480287	0.377028067
SNORD20	0.148285245	-0.060799139	0.015874556	0.129373464	0.419264369	0.04197437	-0.037855486	0.044183287	0.162227878	-0.22693269	0.044520051
Extl3	-0.066060056	1.071515332	0.528535949	0.465819502	0.487945395	0.509073275	0.700244026	0.680317132	0.433220524	0.337004315	0.112915038
